,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
,498019,GCA_003014415.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_003014415.Cand_auris_B11243.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12354602, 12249773,_candida_auris_gca_003014415.Cand_auris_B11243.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,0,0,5011,673,0,0,5321,70589,5849107,0,8281,182318,6119267,0,9206,_candida_auris_gca_003014415_subject_array_1753410716.bin
,498019,GCA_003013715.2,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_003013715.ASM301371v2.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12249773, 12249773,_candida_auris_gca_003013715.ASM301371v2.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,12249773,0,0,0,0,0,0,_candida_auris_gca_003013715_subject_array_1753410720.bin
,498019,GCA_008275145.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_008275145.ASM827514v1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12431639, 12249773,_candida_auris_gca_008275145.ASM827514v1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,0,0,6075,700,1,0,4018,59918,3936930,0,11523,181766,8028676,0,20166,_candida_auris_gca_008275145_subject_array_1753410725.bin
,498019,GCA_007168705.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_007168705.ASM716870v1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12098315, 12249773,_candida_auris_gca_007168705.ASM716870v1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml,0,0,2227,50,0,0,1728,15102,2328526,0,246,1010,9900513,0,371,_candida_auris_gca_007168705_subject_array_1753410731.bin
,4999,GCA_002102565.1,PRJNA396742,Kockovaella imperatae,strain=NRRL Y-17943,GCF_002102565.1,17465713,Kockovaella_imperatae_gca_002102565.Kocim1.dna.toplevel.fa,GCF_002102565.1_Kocim1_genomic.fna.gz, 17465713, 17465713,Kockovaella_imperatae_gca_002102565.Kocim1.dna.toplevel.fa_vs_GCF_002102565.1_Kocim1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,17465713,0,0,0,0,0,0,Kockovaella_imperatae_gca_002102565_subject_array_1753410736.bin
,500148,GCA_013426205.1,PRJNA1128270,Metarhizium brunneum,strain=4556,GCF_013426205.1,37771916,Metarhizium_brunneum_gca_013426205.ASM1342620v1.dna.toplevel.fa,GCF_013426205.1_ASM1342620v1_genomic.fna.gz, 37796881, 37771916,Metarhizium_brunneum_gca_013426205.ASM1342620v1.dna.toplevel.fa_vs_GCF_013426205.1_ASM1342620v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,37771916,0,0,0,0,0,0,Metarhizium_brunneum_gca_013426205_subject_array_1753410752.bin
,5007,GCA_900496985.1,PRJNA691332,Brettanomyces bruxellensis,strain=UCD 2041,GCF_011074885.1,13150648,Brettanomyces_bruxellensis_gca_900496985.dekkera_v2.dna.toplevel.fa,GCF_011074885.1_ASM1107488v2_genomic.fna.gz, 13999526, 13150648,Brettanomyces_bruxellensis_gca_900496985.dekkera_v2.dna.toplevel.fa_vs_GCF_011074885.1_ASM1107488v2_genomic.fna_blast.xml,0,0,4997,650,0,0,5913,360287,6130365,0,13100,220447,6402579,0,12310,Brettanomyces_bruxellensis_gca_900496985_subject_array_1753410758.bin
,5007,GCA_902155815.1,PRJNA691332,Brettanomyces bruxellensis,strain=UCD 2041,GCF_011074885.1,13150648,Brettanomyces_bruxellensis_gca_902155815.DEBR_UMY321v1.dna.toplevel.fa,GCF_011074885.1_ASM1107488v2_genomic.fna.gz, 12966320, 13150648,Brettanomyces_bruxellensis_gca_902155815.DEBR_UMY321v1.dna.toplevel.fa_vs_GCF_011074885.1_ASM1107488v2_genomic.fna_blast.xml,0,0,7018,678,0,0,6269,109732,5895928,0,21687,199333,6885001,0,25002,Brettanomyces_bruxellensis_gca_902155815_subject_array_1753410765.bin
,502779,GCA_000150705.2,PRJNA48325,Paracoccidioides lutzii Pb01,strain=Pb01,GCF_000150705.2,32925248,Paracoccidioides_sp_lutzii_pb01_gca_000150705.Paracocci_br_Pb01_V2.dna.toplevel.fa,GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna.gz, 32925248, 32925248,Paracoccidioides_sp_lutzii_pb01_gca_000150705.Paracocci_br_Pb01_V2.dna.toplevel.fa_vs_GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna_blast.xml,0,0,3,1,0,0,28,296422,32624172,0,24,187,4404,0,7,Paracoccidioides_sp_lutzii_pb01_gca_000150705_subject_array_1753410835.bin
,502780,GCA_000150735.2,PRJNA264517,Paracoccidioides brasiliensis Pb18,strain=Pb18,GCF_000150735.1,29952540,Paracoccidioides_brasiliensis_pb18_gca_000150735.Paracocci_br_Pb18_V2.dna.toplevel.fa,GCF_000150735.1_Paracocci_br_Pb18_V2_genomic.fna.gz, 29952540, 29952540,Paracoccidioides_brasiliensis_pb18_gca_000150735.Paracocci_br_Pb18_V2.dna.toplevel.fa_vs_GCF_000150735.1_Paracocci_br_Pb18_V2_genomic.fna_blast.xml,0,0,7,4,0,0,43,483360,29468317,0,67,226,504,0,12,Paracoccidioides_brasiliensis_pb18_gca_000150735_subject_array_1753410858.bin
,5068,GCA_013340325.1,PRJNA645154,Aspergillus tubingensis,strain=WU-2223L,GCF_013340325.1,35047229,Aspergillus_tubingensis_gca_013340325.ASM1334032v1.dna.toplevel.fa,GCF_013340325.1_ASM1334032v1_genomic.fna.gz, 35047229, 35047229,Aspergillus_tubingensis_gca_013340325.ASM1334032v1.dna.toplevel.fa_vs_GCF_013340325.1_ASM1334032v1_genomic.fna_blast.xml,0,0,0,0,0,0,14,0,35047163,0,39,13,0,0,0,Aspergillus_tubingensis_gca_013340325_subject_array_1753410870.bin
,5076,GCA_000710275.1,PRJNA973687,Penicillium chrysogenum,strain=IBT 35668,GCF_028827035.1,32379777,Penicillium_chrysogenum_gca_000710275.ASM71027v1.dna.toplevel.fa,GCF_028827035.1_ASM2882703v1_genomic.fna.gz, 32525541, 32406793,Penicillium_chrysogenum_gca_000710275.ASM71027v1.dna.toplevel.fa_vs_GCF_028827035.1_ASM2882703v1_genomic.fna_blast.xml,4,0,20334,2640,2,0,18586,1793649,13546039,0,43425,552566,16379656,0,49892,Penicillium_chrysogenum_gca_000710275_subject_array_1753410886.bin
,5078,GCA_001561935.1,PRJNA721990,Penicillium griseofulvum,strain=PG3,GCF_001561935.1,29140916,Penicillium_griseofulvum_gca_001561935.ASM156193v1.dna.toplevel.fa,GCF_001561935.1_ASM156193v1_genomic.fna.gz, 29140916, 29140916,Penicillium_griseofulvum_gca_001561935.ASM156193v1.dna.toplevel.fa_vs_GCF_001561935.1_ASM156193v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,29140916,0,0,0,0,0,0,Penicillium_griseofulvum_gca_001561935_subject_array_1753410900.bin
,510951,GCA_000213175.1,PRJNA264105,Neurospora tetrasperma FGSC 2508,strain=FGSC 2508,GCF_000213175.1,39146333,Neurospora_tetrasperma_fgsc_2508_gca_000213175.v2.0.dna.toplevel.fa,GCF_000213175.1_v2.0_genomic.fna.gz, 39146333, 39146333,Neurospora_tetrasperma_fgsc_2508_gca_000213175.v2.0.dna.toplevel.fa_vs_GCF_000213175.1_v2.0_genomic.fna_blast.xml,0,0,4,3,0,0,2,653300,38491828,0,4,248,941,0,3,Neurospora_tetrasperma_fgsc_2508_gca_000213175_subject_array_1753410917.bin
,5147,GCA_008692325.1,PRJNA1128257,Sordaria macrospora,strain=SN1693,GCF_033870435.1,39444728,Sordaria_macrospora_gca_008692325.ASM869232v1.dna.toplevel.fa,GCF_033870435.1_ASM3387043v1_genomic.fna.gz, 38863382, 39444728,Sordaria_macrospora_gca_008692325.ASM869232v1.dna.toplevel.fa_vs_GCF_033870435.1_ASM3387043v1_genomic.fna_blast.xml,0,0,941,154,0,0,943,58355,18088345,0,2604,38424,21252194,0,2768,Sordaria_macrospora_gca_008692325_subject_array_1753410953.bin
,515849,GCA_000226545.1,PRJNA29799,Podospora anserina S mat+,strain=S mat+,GCF_000226545.1,34718894,Podospora_anserina_s_mat_gca_000226545.ASM22654v1.dna.toplevel.fa,GCF_000226545.1_ASM22654v1_genomic.fna.gz, 34718894, 34718894,Podospora_anserina_s_mat_gca_000226545.ASM22654v1.dna.toplevel.fa_vs_GCF_000226545.1_ASM22654v1_genomic.fna_blast.xml,0,0,3,1,0,0,8,466644,34251383,0,6,282,565,0,2,Podospora_anserina_s_mat_gca_000226545_subject_array_1753410969.bin
,526221,GCA_000150825.1,PRJNA51263,Verticillium alfalfae VaMs.102,strain=VaMs.102,GCF_000150825.1,32833495,Verticillium_alfalfae_vams_102_gca_000150825.ASM15082v1.dna.toplevel.fa,GCF_000150825.1_ASM15082v1_genomic.fna.gz, 32862988, 32862988,Verticillium_alfalfae_vams_102_gca_000150825.ASM15082v1.dna.toplevel.fa_vs_GCF_000150825.1_ASM15082v1_genomic.fna_blast.xml,0,0,1,2,0,0,11,2532977,30329760,0,4,59,171,0,3,Verticillium_alfalfae_vams_102_gca_000150825_subject_array_1753410980.bin
,5353,GCA_002003045.1,PRJNA801212,Lentinula edodes,strain=Le(Bin) 0899 ss11,GCF_021015755.1,45594472,Lentinula_edodes_gca_002003045.Lened_assembly01.dna.toplevel.fa,GCF_021015755.1_Lenedo1_genomic.fna.gz, 39922873, 45594472,Lentinula_edodes_gca_002003045.Lened_assembly01.dna.toplevel.fa_vs_GCF_021015755.1_Lenedo1_genomic.fna_blast.xml,147,0,168584,19107,162,0,176247,2606667,21035372,0,194771,1217010,19991139,0,185266,Lentinula_edodes_gca_002003045_subject_array_1753411052.bin
,535722,GCA_000150975.2,PRJNA61175,Nannizzia gypsea CBS 118893,strain=CBS 118893,GCF_000150975.2,23249403,Nannizzia_gypsea_cbs_118893_gca_000150975.MS_CBS118893.dna.toplevel.fa,GCF_000150975.2_MS_CBS118893_genomic.fna.gz, 23272942, 23272942,Nannizzia_gypsea_cbs_118893_gca_000150975.MS_CBS118893.dna.toplevel.fa_vs_GCF_000150975.2_MS_CBS118893_genomic.fna_blast.xml,0,0,0,0,0,0,2,157392,23115523,0,1,4,20,0,0,Nannizzia_gypsea_cbs_118893_gca_000150975_subject_array_1753411063.bin
,5454,GCA_001630375.1,PRJNA691330,Ascochyta rabiei,na,GCF_004011695.2,40846718,Ascochyta_rabiei_gca_001630375.AscRab1.0.dna.toplevel.fa,GCF_004011695.2_ASM401169v2_genomic.fna.gz, 34658250, 40901820,Ascochyta_rabiei_gca_001630375.AscRab1.0.dna.toplevel.fa_vs_GCF_004011695.2_ASM401169v2_genomic.fna_blast.xml,4,0,7657,1281,6,0,8110,1322647,17944408,0,17971,714986,20865805,0,18945,Ascochyta_rabiei_gca_001630375_subject_array_1753411113.bin
,5478,GCA_001466525.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466525.ASM146652v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12622465, 12726212,_candida_glabrata_gca_001466525.ASM146652v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,760,375,3,0,4578,116494,12227018,0,11389,82045,282509,0,1041,_candida_glabrata_gca_001466525_subject_array_1753411120.bin
,5478,GCA_001466535.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466535.ASM146653v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12604920, 12726212,_candida_glabrata_gca_001466535.ASM146653v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,696,377,0,0,4442,111463,12201315,0,11118,81211,314434,0,1156,_candida_glabrata_gca_001466535_subject_array_1753411127.bin
,5478,GCA_001466565.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466565.ASM146656v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12865870, 12726212,_candida_glabrata_gca_001466565.ASM146656v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,1,0,939,380,0,0,5243,212579,11434227,0,13250,106367,951178,0,2048,_candida_glabrata_gca_001466565_subject_array_1753411133.bin
,5478,GCA_001466575.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466575.ASM146657v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12826081, 12726212,_candida_glabrata_gca_001466575.ASM146657v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,708,372,0,0,4513,99607,12279539,0,11249,82463,246783,0,978,_candida_glabrata_gca_001466575_subject_array_1753411139.bin
,5478,GCA_001466635.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466635.ASM146663v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 14559169, 12726212,_candida_glabrata_gca_001466635.ASM146663v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,719,350,0,0,4262,100334,11914302,0,11328,82281,611568,0,1068,_candida_glabrata_gca_001466635_subject_array_1753411146.bin
,5478,GCA_001466685.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_001466685.ASM146668v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12820484, 12726212,_candida_glabrata_gca_001466685.ASM146668v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,1,0,827,396,2,0,5222,139339,11908505,0,14099,104584,551972,0,1265,_candida_glabrata_gca_001466685_subject_array_1753411152.bin
,5478,GCA_002219185.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_002219185.ASM221918v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12729188, 12726212,_candida_glabrata_gca_002219185.ASM221918v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,1416,609,1,0,5852,75577,10935252,0,14580,114580,1574747,0,3598,_candida_glabrata_gca_002219185_subject_array_1753411163.bin
,5478,GCA_002219195.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_002219195.ASM221919v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12728164, 12726212,_candida_glabrata_gca_002219195.ASM221919v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,1226,613,1,0,6008,84439,11030087,0,14704,114511,1471942,0,2681,_candida_glabrata_gca_002219195_subject_array_1753411173.bin
,5478,GCA_010111755.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_010111755.ASM1011175v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12726212, 12726212,_candida_glabrata_gca_010111755.ASM1011175v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,902,12725308,0,2,0,0,0,0,_candida_glabrata_gca_010111755_subject_array_1753411186.bin
,5478,GCA_014217725.1,PRJNA1120907,Nakaseomyces glabratus,strain=ATCC 2001,GCF_010111755.1,12726212,_candida_glabrata_gca_014217725.ASM1421772v1.dna.toplevel.fa,GCF_010111755.1_ASM1011175v1_genomic.fna.gz, 12696838, 12726212,_candida_glabrata_gca_014217725.ASM1421772v1.dna.toplevel.fa_vs_GCF_010111755.1_ASM1011175v1_genomic.fna_blast.xml,0,0,705,448,0,0,6355,50712,11759004,0,16186,109413,782067,0,1322,_candida_glabrata_gca_014217725_subject_array_1753411196.bin
,5481,GCA_008704595.1,PRJNA629604,Diutina rugosa,strain=CBS 613,GCF_008704595.1,13445959,Diutina_rugosa_gca_008704595.ASM870459v1.dna.toplevel.fa,GCF_008704595.1_ASM870459v1_genomic.fna.gz, 13445959, 13445959,Diutina_rugosa_gca_008704595.ASM870459v1.dna.toplevel.fa_vs_GCF_008704595.1_ASM870459v1_genomic.fna_blast.xml,0,0,0,0,0,0,8,11447,13434462,0,3,17,22,0,0,Diutina_rugosa_gca_008704595_subject_array_1753411201.bin
,554155,GCA_000151145.1,PRJNA49289,Microsporum canis CBS 113480,strain=CBS 113480,GCF_000151145.1,23241642,Microsporum_canis_cbs_113480_gca_000151145.ASM15114v1.dna.toplevel.fa,GCF_000151145.1_ASM15114v1_genomic.fna.gz, 23263091, 23263091,Microsporum_canis_cbs_113480_gca_000151145.ASM15114v1.dna.toplevel.fa_vs_GCF_000151145.1_ASM15114v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,125411,23137532,0,1,6,141,0,0,Microsporum_canis_cbs_113480_gca_000151145_subject_array_1753411210.bin
,559295,GCA_000142805.1,PRJNA39575,Lachancea thermotolerans CBS 6340,strain=CBS 6340,GCF_000142805.1,10392862,Lachancea_thermotolerans_cbs_6340_gca_000142805.ASM14280v1.dna.toplevel.fa,GCF_000142805.1_ASM14280v1_genomic.fna.gz, 10392862, 10392862,Lachancea_thermotolerans_cbs_6340_gca_000142805.ASM14280v1.dna.toplevel.fa_vs_GCF_000142805.1_ASM14280v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,2723,10390139,0,0,0,0,0,0,Lachancea_thermotolerans_cbs_6340_gca_000142805_subject_array_1753411215.bin
,559305,GCA_000151425.1,PRJNA65025,Trichophyton rubrum CBS 118892,strain=CBS 118892,GCF_000151425.1,22502330,Trichophyton_rubrum_cbs_118892_gca_000151425.ASM15142v1.dna.toplevel.fa,GCF_000151425.1_ASM15142v1_genomic.fna.gz, 22530013, 22530013,Trichophyton_rubrum_cbs_118892_gca_000151425.ASM15142v1.dna.toplevel.fa_vs_GCF_000151425.1_ASM15142v1_genomic.fna_blast.xml,0,0,0,0,0,0,8,401781,22128062,0,8,32,122,0,0,Trichophyton_rubrum_cbs_118892_gca_000151425_subject_array_1753411223.bin
,5599,GCA_001642055.1,PRJNA342680,Alternaria alternata,strain=SRC1lrK2f,GCF_001642055.1,32990834,Alternaria_alternata_gca_001642055.Altal1.dna.toplevel.fa,GCF_001642055.1_Altal1_genomic.fna.gz, 32990834, 32990834,Alternaria_alternata_gca_001642055.Altal1.dna.toplevel.fa_vs_GCF_001642055.1_Altal1_genomic.fna_blast.xml,0,0,0,0,0,0,0,3894,32986940,0,0,0,0,0,0,Alternaria_alternata_gca_001642055_subject_array_1753411234.bin
,5599,GCA_004154755.1,PRJNA342680,Alternaria alternata,strain=SRC1lrK2f,GCF_001642055.1,32990834,Alternaria_alternata_gca_004154755.ASM415475v1.dna.toplevel.fa,GCF_001642055.1_Altal1_genomic.fna.gz, 35633396, 32990834,Alternaria_alternata_gca_004154755.ASM415475v1.dna.toplevel.fa_vs_GCF_001642055.1_Altal1_genomic.fna_blast.xml,0,0,6617,1144,1,0,6222,1368059,14598390,0,12528,475710,16508429,0,13734,Alternaria_alternata_gca_004154755_subject_array_1753411247.bin
,563466,GCA_000732125.1,PRJNA319335,Scedosporium apiospermum,strain=IHEM 14462,GCF_000732125.1,43437139,Scedosporium_apiospermum_gca_000732125.ScApio1.0.dna.toplevel.fa,GCF_000732125.1_ScApio1.0_genomic.fna.gz, 43437139, 43437139,Scedosporium_apiospermum_gca_000732125.ScApio1.0.dna.toplevel.fa_vs_GCF_000732125.1_ScApio1.0_genomic.fna_blast.xml,0,0,22,10,0,0,103,233197,43199008,0,143,1111,3515,0,30,Scedosporium_apiospermum_gca_000732125_subject_array_1753411264.bin
,56646,GCA_900007375.1,PRJNA1120880,Fusarium venenatum,strain=MPI-CAGE-CH-0201,GCF_020744135.1,37452605,Fusarium_venenatum_gca_900007375.ASM90000737v1.dna.toplevel.fa,GCF_020744135.1_Fusven1_genomic.fna.gz, 38660186, 37452605,Fusarium_venenatum_gca_900007375.ASM90000737v1.dna.toplevel.fa_vs_GCF_020744135.1_Fusven1_genomic.fna_blast.xml,0,0,579,101,0,0,1239,230634,24864587,0,3615,46923,12302941,0,1986,Fusarium_venenatum_gca_900007375_subject_array_1753411280.bin
,569365,GCA_000835495.1,PRJNA326656,Cladophialophora immunda,strain=CBS 83496,GCF_000835495.1,43029152,Cladophialophora_immunda_gca_000835495.Clad_immu_CBS83496_V1.dna.toplevel.fa,GCF_000835495.1_Clad_immu_CBS83496_V1_genomic.fna.gz, 43029152, 43029152,Cladophialophora_immunda_gca_000835495.Clad_immu_CBS83496_V1.dna.toplevel.fa_vs_GCF_000835495.1_Clad_immu_CBS83496_V1_genomic.fna_blast.xml,0,0,0,0,0,0,0,60623,42968448,0,0,2,79,0,0,Cladophialophora_immunda_gca_000835495_subject_array_1753411297.bin
,573729,GCA_000226095.1,PRJNA79339,Thermothelomyces thermophilus ATCC 42464,strain=ATCC 42464,GCF_000226095.1,38744216,Thermothelomyces_thermophilus_atcc_42464_gca_000226095.ASM22609v1.dna.toplevel.fa,GCF_000226095.1_ASM22609v1_genomic.fna.gz, 38744216, 38744216,Thermothelomyces_thermophilus_atcc_42464_gca_000226095.ASM22609v1.dna.toplevel.fa_vs_GCF_000226095.1_ASM22609v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,38744216,0,0,0,0,0,0,Thermothelomyces_thermophilus_atcc_42464_gca_000226095_subject_array_1753413620.bin
,573826,GCA_000026945.1,PRJNA38659,Candida dubliniensis CD36,strain=CD36,GCF_000026945.1,14618422,Candida_dubliniensis_cd36_gca_000026945.ASM2694v1.dna.toplevel.fa,GCF_000026945.1_ASM2694v1_genomic.fna.gz, 14618422, 14618422,Candida_dubliniensis_cd36_gca_000026945.ASM2694v1.dna.toplevel.fa_vs_GCF_000026945.1_ASM2694v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,14618422,0,0,0,0,0,0,Candida_dubliniensis_cd36_gca_000026945_subject_array_1753413764.bin
,574789,GCA_010093595.1,PRJNA625774,Mytilinidion resinicola,strain=CBS 304.34,GCF_010093595.1,47275052,Mytilinidion_resinicola_gca_010093595.Mytre1.dna.toplevel.fa,GCF_010093595.1_Mytre1_genomic.fna.gz, 47275052, 47275052,Mytilinidion_resinicola_gca_010093595.Mytre1.dna.toplevel.fa_vs_GCF_010093595.1_Mytre1_genomic.fna_blast.xml,0,0,9,2,0,0,2,521075,46752306,0,3,217,1427,0,11,Mytilinidion_resinicola_gca_010093595_subject_array_1753413804.bin
,578455,GCA_000226115.1,PRJNA79337,Thermothielavioides terrestris NRRL 8126,strain=NRRL 8126,GCF_000226115.1,36912256,Thermothielavioides_terrestris_nrrl_8126_gca_000226115.ASM22611v1.dna.toplevel.fa,GCF_000226115.1_ASM22611v1_genomic.fna.gz, 36912256, 36912256,Thermothielavioides_terrestris_nrrl_8126_gca_000226115.ASM22611v1.dna.toplevel.fa_vs_GCF_000226115.1_ASM22611v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,36912256,0,0,0,0,0,0,Thermothielavioides_terrestris_nrrl_8126_gca_000226115_subject_array_1753413884.bin
,578456,GCA_000271645.1,PRJNA225529,Tremella mesenterica DSM 1558,strain=Fries,GCF_000271645.1,28639919,Tremella_mesenterica_dsm_1558_gca_000271645.Treme1.dna.toplevel.fa,GCF_000271645.1_Treme1_genomic.fna.gz, 28639919, 28639919,Tremella_mesenterica_dsm_1558_gca_000271645.Treme1.dna.toplevel.fa_vs_GCF_000271645.1_Treme1_genomic.fna_blast.xml,0,0,24,6,0,0,35,644000,27991439,0,35,432,3929,0,19,Tremella_mesenterica_dsm_1558_gca_000271645_subject_array_1753414225.bin
,578457,GCA_000218685.1,PRJNA225516,Serpula lacrymans var. lacrymans S7.9,strain=S7.9,GCF_000218685.1,42797233,Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685.v1.0.dna.toplevel.fa,GCF_000218685.1_v1.0_genomic.fna.gz, 42797233, 42797233,Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685.v1.0.dna.toplevel.fa_vs_GCF_000218685.1_v1.0_genomic.fna_blast.xml,0,0,22,4,0,0,25,391319,42395560,0,11,220,10054,0,18,Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685_subject_array_1753418053.bin
,578458,GCA_000143185.2,PRJNA51487,Schizophyllum commune H4-8,strain=H4-8,GCF_000143185.2,38670379,Schizophyllum_commune.GCA000143185v2.dna.toplevel.fa,GCF_000143185.2_Schco3_genomic.fna.gz, 38670379, 38670379,Schizophyllum_commune.GCA000143185v2.dna.toplevel.fa_vs_GCF_000143185.2_Schco3_genomic.fna_blast.xml,0,0,0,0,0,0,3,58382,38611167,0,1,75,751,0,0,Schizophyllum_commune_subject_array_1753418205.bin
,578459,GCA_001329695.1,PRJNA342700,Rhodotorula graminis WP1,strain=WP1,GCF_001329695.1,21013998,Rhodotorula_graminis_wp1_gca_001329695.Rhoba1_1.dna.toplevel.fa,GCF_001329695.1_Rhoba1_1_genomic.fna.gz, 21013998, 21013998,Rhodotorula_graminis_wp1_gca_001329695.Rhoba1_1.dna.toplevel.fa_vs_GCF_001329695.1_Rhoba1_1_genomic.fna_blast.xml,0,0,6,2,0,0,11,231082,20781204,0,36,378,1270,0,9,Rhodotorula_graminis_wp1_gca_001329695_subject_array_1753418251.bin
,58853,GCA_003025115.1,PRJNA453598,Trichoderma citrinoviride,strain=TUCIM 6016,GCF_003025115.1,33215161,Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.dna.toplevel.fa,GCF_003025115.1_Trici_v4.0_genomic.fna.gz, 33215161, 33215161,Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.dna.toplevel.fa_vs_GCF_003025115.1_Trici_v4.0_genomic.fna_blast.xml,0,0,0,0,0,0,1,82743,33132365,0,3,12,37,0,0,Trichoderma_citrinoviride_gca_003025115_subject_array_1753418264.bin
,588596,GCA_001593125.1,PRJNA1128271,Rhizophagus irregularis,na,GCF_026210795.1,146773001,Rhizophagus_irregularis_gca_001593125.ASM159312v1.dna.toplevel.fa,GCF_026210795.1_ASM2621079v1_genomic.fna.gz, 125353551, 146773001,Rhizophagus_irregularis_gca_001593125.ASM159312v1.dna.toplevel.fa_vs_GCF_026210795.1_ASM2621079v1_genomic.fna_blast.xml,77,0,280918,41309,177,0,272293,5945410,65231309,0,583176,3946300,69868355,0,603677,Rhizophagus_irregularis_gca_001593125_subject_array_1753422984.bin
