##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_000900095.2	PRJNA485481	na	na	na	646010	646010	Suakwa aphid-borne yellows virus	na	SABYV-TW19	latest	Complete Genome	Major	Full	2015-05-05	ViralProj174782	Virology, AVRDC - The World Vegetable Center	GCA_000900095.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/900/095/GCF_000900095.2_ViralProj174782	na	ICTV species exemplar	na	haploid	viral	5843	5843	49.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	7	7	0	na
GCF_000884895.1	PRJNA38299	na	na	na	646413	3060774	Streptococcus phage 5093	na	na	latest	Complete Genome	Major	Full	2009-06-02	ViralProj38299	Biotechnology, Moorepark Food Research Centre	GCA_000884895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/895/GCF_000884895.1_ViralProj38299	na	ICTV species exemplar	na	haploid	viral	37184	37184	38.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	48	48	0	na
GCF_000884855.1	PRJNA485481	na	na	na	647294	647294	Sweet potato badnavirus B	na	Huachano1	latest	Complete Genome	Major	Full	2009-05-28	ViralProj38241	germplasm enhancement and crop improvement, International Potato Center (CIP)	GCA_000884855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/855/GCF_000884855.1_ViralProj38241	na	na	na	haploid	viral	7961	7961	44.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	5	5	0	19394993
GCF_000886435.1	PRJNA485481	na	na	na	648017	2846255	Staphylococcus phage phiPVL-CN125	na	na	latest	Complete Genome	Major	Full	2009-06-08	ViralProj38431	Medical Microbiology and Parasitology, China Medical School	GCA_000886435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/435/GCF_000886435.1_ViralProj38431	na	ICTV species exemplar	na	haploid	viral	44492	44492	33.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	65	65	0	na
GCF_000883955.1	PRJNA485481	na	na	na	648801	648801	Passionfruit severe leaf distortion virus	na	BR:LNS2:Pas:01	latest	Complete Genome	Major	Full	2009-06-10	ViralMultiSegProj38459	Dep. de Fitopatologia, Universidade Federal de Vicosa	GCA_000883955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/883/955/GCF_000883955.1_ViralMultiSegProj38459	na	ICTV species exemplar	na	haploid	viral	5316	5316	45.500000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2009-06-10	7	7	0	na
GCF_000923135.1	PRJNA485481	na	na	na	648998	648998	Penguinpox virus	na	PSan92	latest	Complete Genome	Major	Full	2014-06-25	Penguinpox virus	Clinical Laboratory Sciences, Medical Virology, University of Cape Town	GCA_000923135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/923/135/GCF_000923135.1_Penguinpox_virus	na	ICTV species exemplar	na	haploid	viral	306862	306862	29.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-08	284	242	0	24919868
GCF_000926135.1	PRJNA485481	na	na	na	649187	649187	Lammi virus	strain=Mekrijarvi 2007	M0719	latest	Complete Genome	Major	Full	2014-09-11	ViralProj260751	Department of Virology, University of Helsinki, POB 21, Haartman Institute	GCA_000926135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/926/135/GCF_000926135.1_ViralProj260751	na	na	na	haploid	viral	10320	10320	49.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	1	1	0	25108382
GCF_002986365.1	PRJNA485481	SAMEA3283093	na	na	649509	649509	Clerodendrum golden mosaic Jiangsu virus	na	na	latest	Complete Genome	Major	Full	2018-08-24	ASM298636v1	Zhou X.P., Zhejiang University, Institute of Biotechnology, NO. 268, Kaixuan Road, Hangzhou, Zhejiang, 310029, CHINA	GCA_002986365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/986/365/GCF_002986365.1_ASM298636v1	na	ICTV species exemplar	na	haploid	viral	2753	2753	42.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-24	6	6	0	na
GCF_000858185.1	PRJNA485481	na	na	na	649604	3240447	Banna virus strain JKT-6423	strain=JKT-6423	JKT-6423	latest	Complete Genome	Major	Full	2002-09-20	ViralMultiSegProj15178	Virologie, Faculte de Medecine de Marseille	GCA_000858185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/185/GCF_000858185.1_ViralMultiSegProj15178	na	ICTV species exemplar	na	haploid	viral	20682	20682	39.500000	12	12	12	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2008-06-15	12	12	0	9780055;10811934
GCF_000885575.1	PRJNA485481	na	na	na	649688	373407	Mycobacterium phage Angel	na	na	latest	Complete Genome	Major	Full	2009-06-09	ViralProj38461	Pittsburgh Bacteriophage Institute and Department of Biological Sciences, University of Pittsburgh	GCA_000885575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/575/GCF_000885575.1_ViralProj38461	na	na	na	haploid	viral	41441	41441	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-01-04	61	61	0	19556295
GCF_000910755.1	PRJNA485481	na	na	na	649890	3047700	Broad bean true mosaic virus	na	EV-11	latest	Complete Genome	Major	Full	2013-08-09	ViralMultiSegProj214691	Department of Plant Virology, Biology Centre Academy of Sciences of the Czech Republic	GCA_000910755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/910/755/GCF_000910755.1_ViralMultiSegProj214691	na	ICTV species exemplar	na	haploid	viral	9600	9600	41.500000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2013-08-09	2	2	0	20496090
GCF_000896215.1	PRJNA485481	na	na	na	649996	649996	Tomato yellow leaf distortion virus	na	na	latest	Complete Genome	Major	Full	2012-05-15	ViralMultiSegProj165747	Departamento de Ingenieria Genetica, Centro de Investigacion y de Estudios Avanzados del IPN-Unidad Irapuato	GCA_000896215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/896/215/GCF_000896215.1_ViralMultiSegProj165747	na	ICTV species exemplar	na	haploid	viral	5219	5219	46.000000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012-05-15	7	7	0	na
GCF_002830805.2	PRJNA485481	na	na	na	650121	650121	Heterocapsa circularisquama DNA virus 01	strain=HcDNAV01	na	latest	Complete Genome	Major	Full	2018-08-24	ASM283080v2	Contact:Keizo Nagasaki Fisheries Research Agency, Natl. Res. Inst. Fish. Environ. Inland Sea; 2-17-5 Maruishi, Hatsukaichi, Hiroshima 739-0452, Japan	GCA_002830805.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/830/805/GCF_002830805.2_ASM283080v2	na	ICTV species exemplar	na	haploid	viral	14703	14703	20.000000	4	4	4	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-07	6	6	0	19860921;21248859
GCF_000883995.1	PRJNA485481	na	na	na	651134	2955714	Coleus blumei viroid 6	na	na	latest	Complete Genome	Major	Full	2009-06-15	ViralProj38541	State Key Laboratory of Biology of Plant Diseases and Insect Pests, Institute of Plant Protection, Chinese Academy of Agricultural Sciences	GCA_000883995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/883/995/GCF_000883995.1_ViralProj38541	na	ICTV species exemplar	na	haploid	viral	342	342	59.500000	1	1	1	na	na		0	0	0	19434474
GCF_000885675.1	PRJNA485481	na	na	na	651580	130310	Human adenovirus 54	strain=Kobe-H	na	latest	Complete Genome	Major	Full	2009-07-13	ViralProj39353	Contact:Hiroaki Ishiko Mitsubishi Chemical Medience Corporation, Host Defense Laboratory; 30-1, Shimura, 3-chome, Itabashi-ku, Tokyo 174-8555, Japan	GCA_000885675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/675/GCF_000885675.1_ViralProj39353	na	ICTV additional isolate	na	haploid	viral	34920	34920	55.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-12-20	36	35	0	18385435;19644130
GCF_000886535.1	PRJNA485481	na	na	na	651733	1330524	Salivirus NG-J1	strain=NG-J1	na	latest	Complete Genome	Major	Full	2009-07-13	ViralProj39349	Blood System Research Institute	GCA_000886535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/535/GCF_000886535.1_ViralProj39349	na	ICTV species exemplar	na	haploid	viral	7982	7982	56.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-10-09	1	1	0	19759142
GCF_000875485.1	PRJNA485481	na	na	na	652717	652717	Sweet potato leaf curl Spain virus	na	ES:CI:BG1:02	latest	Complete Genome	Major	Full	2009-06-17	ViralProj30673	Fruticultura Subtropical y Fitopatologia, Estacion Experimental La Mayora, Consejo Superior de Investigaciones Cientificas	GCA_000875485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/485/GCF_000875485.1_ViralProj30673	na	na	na	haploid	viral	2780	2780	44.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2009-06-17	6	6	0	19515824
GCF_000884435.1	PRJNA485481	na	na	na	652718	652718	Sweet potato leaf curl Canary virus	na	ES:CI:BG25:02	latest	Complete Genome	Major	Full	2009-11-06	ViralProj41623	Estacion Experimental La Mayora, CSIC	GCA_000884435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/435/GCF_000884435.1_ViralProj41623	na	ICTV species exemplar	na	haploid	viral	2807	2807	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2009-11-06	6	6	0	19515824
GCF_002153865.1	PRJNA485481	na	na	na	652810	652810	Human papillomavirus type 85	na	114B	latest	Chromosome	Major	Full	2017-05-19	ViralProj387245	Laboratorio de Biologia Molecular, Universidade Federal do Rio Grande	GCA_002153865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/153/865/GCF_002153865.1_ViralProj387245	na	na	na	haploid	viral	7812	7669	37.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-25	8	8	0	na
GCF_000886615.1	PRJNA485481	na	na	na	653358	653358	Ipomoea yellow vein virus	na	ES:Mal:IG1:06	latest	Complete Genome	Major	Full	2010-01-08	ViralProj39615	Virology, CSIC	GCA_000886615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/615/GCF_000886615.1_ViralProj39615	na	na	na	haploid	viral	2791	2791	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2010-01-08	6	6	0	19515824
GCF_000886235.1	PRJNA485481	na	na	na	655097	1982596	Pseudomonas phage LUZ7	na	na	latest	Complete Genome	Major	Full	2009-12-30	ViralProj42951	Ceyssens P.J., Biosystems, K.U.Leuven, Kasteelpark Arenberg 21, 3000 Leuven, BELGIUM	GCA_000886235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/235/GCF_000886235.1_ViralProj42951	na	ICTV species exemplar	na	haploid	viral	74901	74901	53.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-01-25	115	115	0	20619867
GCF_000884615.1	PRJNA485481	na	na	na	655098	1920763	Pseudomonas phage LIT1	na	na	latest	Complete Genome	Major	Full	2009-12-30	ViralProj42949	Ceyssens P.J., Biosystems, K.U.Leuven, Kasteelpark Arenberg 21, 3000 Leuven, BELGIUM	GCA_000884615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/615/GCF_000884615.1_ViralProj42949	na	ICTV species exemplar	na	haploid	viral	72544	72544	55.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-01-25	90	90	0	20619867
GCF_013086305.1	PRJNA485481	na	na	na	655689	3052654	Itaituba virus	na	na	latest	Complete Genome	Major	Full	2021-06-01	ASM1308630v1	Center for Infection and Immunity	GCA_013086305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/086/305/GCF_013086305.1_ASM1308630v1	na	ICTV species exemplar	na	haploid	viral	12639	12639	39.500000	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	4	4	0	21289119
GCF_013086295.1	PRJNA485481	na	na	na	655691	3052670	Oriximina virus	na	na	latest	Complete Genome	Major	Full	2021-06-01	ASM1308629v1	Center for Infection and Immunity	GCA_013086295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/086/295/GCF_013086295.1_ASM1308629v1	na	ICTV species exemplar	na	haploid	viral	12676	12676	39.500000	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	4	4	0	21289119
GCF_003028915.1	PRJNA485481	na	na	na	656025	656025	Gossypium darwinii symptomless alphasatellite	na	Dav-alpha-7c	latest	Complete Genome	Major	Full	2018-08-24	ASM302891v1	ILTAB, Danforth Center	GCA_003028915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/028/915/GCF_003028915.1_ASM302891v1	na	ICTV species exemplar	na	haploid	viral	1370	1370	42.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-24	1	1	0	na
GCF_000885695.1	PRJNA485481	na	na	na	656028	656028	Gossypium davidsonii symptomless alphasatellite	na	Must-alphaB-1B	latest	Complete Genome	Major	Full	2009-07-27	ViralProj39589	ILTAB, Danforth Center	GCA_000885695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/695/GCF_000885695.1_ViralProj39589	na	na	na	haploid	viral	1315	1315	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2010-01-07	1	1	0	na
GCF_000884075.1	PRJNA485481	na	na	na	656190	656190	Carrot yellow leaf virus	na	na	latest	Complete Genome	Major	Full	2009-07-23	ViralProj39585	Institute of Epidemiology and Pathogen Diagnostics, Julius Kuehn-Institute	GCA_000884075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/075/GCF_000884075.1_ViralProj39585	na	ICTV species exemplar	na	haploid	viral	16354	16354	45.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	10	10	0	19575278
GCF_002867365.1	PRJNA485481	na	na	na	656520	656520	Diodia vein chlorosis virus	na	Fayetteville	latest	Complete Genome	Major	Full	2018-08-24	ASM286736v1	Plant Pathology, University of Arkansas	GCA_002867365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/867/365/GCF_002867365.1_ASM286736v1	na	ICTV species exemplar	na	haploid	viral	16230	16230	35.500000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-24	10	10	0	21735210
GCF_000885095.1	PRJNA485481	na	na	na	658401	658401	Cyanophage PSS2	na	PSS2	latest	Complete Genome	Major	Full	2009-07-27	ViralProj39613	Ecology and Evolutionary Biology Department, University of Arizona	GCA_000885095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/095/GCF_000885095.1_ViralProj39613	na	na	na	haploid	viral	107530	107530	52.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012-08-26	131	129	0	19840100
GCF_004786815.1	PRJNA485481	na	na	na	658650	1504801	Bhendi yellow vein Haryana virus [2003:Karnal]	na	OY76	latest	Complete Genome	Major	Full	2019-06-28	ASM478681v1	Division of Plant Pathology, Indian Institute of Horticultural Research	GCA_004786815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/786/815/GCF_004786815.1_ASM478681v1	na	ICTV species exemplar	na	haploid	viral	2740	2740	43.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-06-28	7	7	0	na
GCF_000885395.1	PRJNA485481	na	na	na	658904	1285598	Rosellinia necatrix megabirnavirus 1/W779	na	na	latest	Complete Genome	Major	Full	2009-11-04	ViralMultiSegProj41609	Contact:Nobuhiro Suzuki Okayama University, Research Institute for Plant Resources; Chuou 2-20-1, Kurashiki, Okayama 710-0046, Japan	GCA_000885395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/395/GCF_000885395.1_ViralMultiSegProj41609	na	ICTV species exemplar	na	haploid	viral	16111	16111	52.500000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012-11-27	4	4	0	19828620
GCF_000884095.1	PRJNA485481	na	na	na	659497	659497	Sclerotinia sclerotiorum partitivirus S	na	na	latest	Complete Genome	Major	Full	2009-07-27	ViralMultiSegProj39595	Plant Pathology, College of Plant Science and Technology, Huazhong Agricultural University	GCA_000884095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/095/GCF_000884095.1_ViralMultiSegProj39595	na	na	na	haploid	viral	3726	3726	44.000000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2010-01-08	2	2	0	na
GCF_000885875.1	PRJNA485481	na	na	na	659660	2734351	Japanese holly fern mottle virus	na	DI	latest	Complete Genome	Major	Full	2009-08-21	ViralMultiSegProj40117	Entomology & Plant Pathology, Mississippi State University	GCA_000885875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/875/GCF_000885875.1_ViralMultiSegProj40117	na	ICTV species exemplar	na	haploid	viral	9235	9235	46.000000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-08-25	5	5	0	19570959
GCF_002829245.1	PRJNA485481	na	na	na	660954	3052491	Oxbow virus	strain=Ng1453	na	latest	Chromosome	Major	Partial	2019-06-28	ASM282924v1	Tropical Medicine and Medical Microbiology and Pediatrics, John A. Burns School of Medicine, University of Hawaii at Manoa	GCA_002829245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/829/245/GCF_002829245.1_ASM282924v1	partial	ICTV species exemplar	na	haploid	viral	9731	9731	37.500000	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-06-28	3	3	0	19394994
GCF_002118665.1	PRJNA485481	na	na	na	660955	3052337	Nova virus	strain=Te34	na	latest	Complete Genome	Major	Full	2017-05-05	ViralMultiSegProj385646	Department of Tropical Medicine and Medical Microbiology and Pediatrics, John A. Burns School of Medicine, University of Hawaii at Manoa	GCA_002118665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/665/GCF_002118665.1_ViralMultiSegProj385646	na	ICTV species exemplar	na	haploid	viral	11978	11978	36.000000	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-23	3	3	0	26021917
GCF_000885175.1	PRJNA485481	na	na	na	661101	661101	Tomato chocolate spot virus	na	na	latest	Complete Genome	Major	Full	2009-08-10	ViralMultiSegProj39867	Plant Pathology, UC Davis	GCA_000885175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/175/GCF_000885175.1_ViralMultiSegProj39867	na	na	na	haploid	viral	12601	12601	43.500000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2017-08-18	3	3	0	20376682
GCF_000885195.1	PRJNA485481	na	na	na	661505	661505	Chilli leaf curl Multan alphasatellite	na	na	latest	Complete Genome	Major	Full	2009-08-17	ViralProj39933	Mubeen M., Plant Biotechnology, NIBGE, P.O. Box 577, Jhang Road Faisalabad, Punjab, 38000, PAKISTAN	GCA_000885195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/195/GCF_000885195.1_ViralProj39933	na	na	na	haploid	viral	1369	1369	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-02-05	1	1	0	19123046
GCF_000878995.1	PRJNA485481	na	na	na	662596	662596	Radish leaf curl betasatellite	na	Varanasi	latest	Complete Genome	Major	Full	2008-01-09	ViralProj28281	School of Life Sciences, Jawaharlal Nehru University	GCA_000878995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/878/995/GCF_000878995.1_ViralProj28281	na	ICTV species exemplar	na	haploid	viral	1358	1358	36.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	1	1	0	na
GCF_000911915.1	PRJNA485481	na	na	na	663237	2169760	Bacillus phage Wip1	na	na	latest	Complete Genome	Major	Full	2013-08-17	ViralProj215653	Bacterial Pathogenesis and Immunology, The Rockefeller University	GCA_000911915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/911/915/GCF_000911915.1_ViralProj215653	na	ICTV species exemplar	na	haploid	viral	14319	14319	37.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	27	27	0	23893110
GCF_000886215.1	PRJNA485481	na	na	na	663241	663241	Enterococcus phage phiEf11	na	na	latest	Complete Genome	Major	Full	2009-12-30	ViralProj42943	Human Genomic Medicine, J. Craig Venter Institute	GCA_000886215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/215/GCF_000886215.1_ViralProj42943	na	na	na	haploid	viral	42822	42822	34.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	65	65	0	21204936
GCF_013087095.1	PRJNA485481	na	na	na	663281	663281	Drosophila melanogaster birnavirus SW-2009a	strain=DBV	na	latest	Complete Genome	Major	Full	2023-05-06	ASM1308709v1	Plant Pathology & Microbiology, UC Riverside	GCA_013087095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/095/GCF_013087095.1_ASM1308709v1	na	ICTV species exemplar	na	haploid	viral	6274	6274	45.000000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-06	3	3	0	20080648
GCF_000884455.1	PRJNA485481	na	na	na	663282	663282	Drosophila melanogaster totivirus SW-2009a	strain=DTV	na	latest	Complete Genome	Major	Full	2009-11-13	ViralProj41725	Plant Pathology & Microbiology, UC Riverside	GCA_000884455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/884/455/GCF_000884455.1_ViralProj41725	na	na	na	haploid	viral	6780	6780	42.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	2	2	0	20080648
GCF_001471015.1	PRJNA485481	na	na	na	663553	1986540	Mycobacterium phage Colbert	na	na	latest	Complete Genome	Major	Full	2015-12-17	ViralProj306351	Science Education Alliance, Oregon State University	GCA_001471015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/471/015/GCF_001471015.1_ViralProj306351	na	na	na	haploid	viral	67774	67774	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-09-26	100	100	0	21298013
GCF_000885515.1	PRJNA485481	na	na	na	663554	2006134	Mycobacterium phage ET08	na	na	latest	Complete Genome	Major	Full	2009-12-18	ViralProj42783	Science Education Alliance, University of California San Diego	GCA_000885515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/515/GCF_000885515.1_ViralProj42783	na	na	na	haploid	viral	155445	155445	64.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-01-04	253	218	31	21298013
