Index	Sequence ID	Virus Tax ID	FTP Path
12454	MZ398245	2860372	N/A
12455	MZ398246	2860371	N/A
12456	MZ398247	2860370	N/A
12457	MZ398248	N/A	N/A
12458	MZ401005	2863149	N/A
12459	MZ401006	2863150	N/A
12460	MZ401007	2863151	N/A
12461	MZ401008	2863152	N/A
12462	MZ401009	2863148	N/A
12463	MZ402608	2282638	N/A
12464	MZ417315	2815611	N/A
12465	MZ417316	2815612	N/A
12466	MZ417317	2815613	N/A
12467	MZ417318	2815614	N/A
12468	MZ417319	2815615	N/A
12469	MZ417320	2815616	N/A
12470	MZ417321	2815617	N/A
12471	MZ417322	2815618	N/A
12472	MZ417323	2815605	N/A
12473	MZ417324	2815619	N/A
12474	MZ417325	2815620	N/A
12475	MZ417326	2815621	N/A
12476	MZ417327	2815622	N/A
12477	MZ417328	2815606	N/A
12478	MZ417329	2815623	N/A
12479	MZ417330	2815624	N/A
12480	MZ417331	2815625	N/A
12481	MZ417332	2815626	N/A
12482	MZ417333	2815627	N/A
12483	MZ417334	2815628	N/A
12484	MZ417335	2815629	N/A
12485	MZ417336	2815630	N/A
12486	MZ417337	2815631	N/A
12487	MZ417338	2815607	N/A
12488	MZ417339	2815608	N/A
12489	MZ417340	2815632	N/A
12490	MZ417341	2815633	N/A
12491	MZ417342	2815634	N/A
12492	MZ417343	2815635	N/A
12493	MZ417344	2815636	N/A
12494	MZ417345	2815637	N/A
12495	MZ417346	2815638	N/A
12496	MZ417347	2815639	N/A
12497	MZ417348	2815640	N/A
12498	MZ417349	2815641	N/A
12499	MZ417350	2815609	N/A
12500	MZ417351	2815642	N/A
12501	MZ417352	2815643	N/A
12502	MZ417353	2815644	N/A
12503	MZ417354	2815610	N/A
12504	MZ417521	2851032	N/A
12505	MZ420150	2829230	N/A
12506	MZ422438	2852115	N/A
12507	MZ424863	2851035	N/A
12508	MZ424864	2851033	N/A
12509	MZ424865	2851034	N/A
12510	MZ427930	2849016	N/A
12511	MZ428221	2864369	N/A
12512	MZ428222	2864362	N/A
12513	MZ428223	2864363	N/A
12514	MZ428224	2864364	N/A
12515	MZ428225	2864365	N/A
12516	MZ428226	2864366	N/A
12517	MZ428227	2864368	N/A
12518	MZ428228	2864361	N/A
12519	MZ428229	2864360	N/A
12520	MZ428230	2864367	N/A
12521	MZ436628	2852111	N/A
12522	MZ436830	2852103	N/A
12523	MZ443769	2869561	N/A
12524	MZ443771	2869548	N/A
12525	MZ443772	2869550	N/A
12526	MZ443773	2869554	N/A
12527	MZ443780	2869560	N/A
12528	MZ443783	2869551	N/A
12529	MZ443784	2869546	N/A
12530	MZ443787	2869559	N/A
12531	MZ443789	2869558	N/A
12532	MZ447863	2859073	N/A
12533	MZ456034	2862993	N/A
12534	MZ456035	2862994	N/A
12535	MZ456036	2862995	N/A
12536	MZ456037	2862996	N/A
12537	MZ456038	2862997	N/A
12538	MZ456352	2853169	N/A
12539	MZ462995	2847766	N/A
12540	MZ474488	2863002	N/A
12541	MZ474489	2863001	N/A
12542	MZ474490	2863004	N/A
12543	MZ474491	2863003	N/A
12544	MZ475891	2866688	N/A
12545	MZ475892	2866692	N/A
12546	MZ475893	2866693	N/A
12547	MZ475894	2866694	N/A
12548	MZ475895	2866689	N/A
12549	MZ475897	2866690	N/A
12550	MZ475898	2866691	N/A
12551	MZ477002	2855484	N/A
12552	MZ488273	2861007	N/A
12553	MZ489634	2861004	N/A
12554	MZ496292	2856175	N/A
12555	MZ496293	2856177	N/A
12556	MZ496294	2856178	N/A
12557	MZ501046	2852016	N/A
12558	MZ501047	2852019	N/A
12559	MZ501048	2852028	N/A
12560	MZ501049	2852040	N/A
12561	MZ501050	2852014	N/A
12562	MZ501051	2851954	N/A
12563	MZ501052	2852010	N/A
12564	MZ501053	2851976	N/A
12565	MZ501054	2852020	N/A
12566	MZ501055	2852039	N/A
12567	MZ501056	2852018	N/A
12568	MZ501057	2851983	N/A
12569	MZ501058	2852003	N/A
12570	MZ501059	2851972	N/A
12571	MZ501060	2852022	N/A
12572	MZ501061	2852031	N/A
12573	MZ501062	2852021	N/A
12574	MZ501063	2852033	N/A
12575	MZ501064	2852038	N/A
12576	MZ501065	2852012	N/A
12577	MZ501066	2852011	N/A
12578	MZ501067	2852013	N/A
12579	MZ501068	2851984	N/A
12580	MZ501069	2851957	N/A
12581	MZ501071	2851985	N/A
12582	MZ501072	2851990	N/A
12583	MZ501073	2852030	N/A
12584	MZ501074	2852005	N/A
12585	MZ501075	2852004	N/A
12586	MZ501076	2851992	N/A
12587	MZ501077	2851974	N/A
12588	MZ501078	2852037	N/A
12589	MZ501079	2851971	N/A
12590	MZ501080	2851955	N/A
12591	MZ501081	2852036	N/A
12592	MZ501082	2852027	N/A
12593	MZ501083	2852025	N/A
12594	MZ501084	2852034	N/A
12595	MZ501085	2851975	N/A
12596	MZ501086	2852035	N/A
12597	MZ501087	2851956	N/A
12598	MZ501089	2852009	N/A
12599	MZ501090	2851970	N/A
12600	MZ501091	2851986	N/A
12601	MZ501092	2851977	N/A
12602	MZ501093	2852026	N/A
12603	MZ501094	2852029	N/A
12604	MZ501096	2852008	N/A
12605	MZ501098	2852017	N/A
12606	MZ501099	2851973	N/A
12607	MZ501100	2852032	N/A
12608	MZ501101	2851958	N/A
12609	MZ501102	2852024	N/A
12610	MZ501103	2852006	N/A
12611	MZ501104	2851988	N/A
12612	MZ501105	2851993	N/A
12613	MZ501106	2852015	N/A
12614	MZ501108	2851991	N/A
12615	MZ501109	2851994	N/A
12616	MZ501110	2851989	N/A
12617	MZ501111	2852023	N/A
12618	MZ501112	2851987	N/A
12619	MZ501113	2852007	N/A
12620	MZ501260	2869562	N/A
12621	MZ501261	2869563	N/A
12622	MZ501262	2869564	N/A
12623	MZ501263	2869565	N/A
12624	MZ501264	2869566	N/A
12625	MZ501265	2869567	N/A
12626	MZ501266	2869568	N/A
12627	MZ501268	2869570	N/A
12628	MZ501269	2869571	N/A
12629	MZ501270	2869572	N/A
12630	MZ501271	2869573	N/A
12631	MZ501272	2869574	N/A
12632	MZ502379	2859060	N/A
12633	MZ502380	2859059	N/A
12634	MZ503612	2861054	N/A
12635	MZ503613	2861055	N/A
12636	MZ504876	2863838	N/A
12637	MZ504877	2863839	N/A
12638	MZ504878	2863840	N/A
12639	MZ506873	2861289	N/A
12640	MZ514874	2866159	N/A
12641	MZ516527	2859519	N/A
12642	MZ516827	2861001	N/A
12643	MZ520832	2861009	N/A
12644	MZ547449	2856860	N/A
12645	MZ553930	2863831	N/A
12646	MZ553931	2863830	N/A
12647	MZ560701	2863277	N/A
12648	MZ560702	2863278	N/A
12649	MZ560703	2863279	N/A
12650	MZ561532	2861000	N/A
12651	MZ568826	2866686	N/A
12652	MZ568827	2866687	N/A
12653	MZ568828	2866685	N/A
12654	MZ570151	2861003	N/A
12655	MZ570263	2961991	N/A
12656	MZ570427	2861006	N/A
12657	MZ570582	2860969	N/A
12658	MZ571827	2866703	N/A
12659	MZ571828	2866696	N/A
12660	MZ571829	2866697	N/A
12661	MZ571830	2866698	N/A
12662	MZ571831	2866699	N/A
12663	MZ571832	2866700	N/A
12664	MZ571833	2866701	N/A
12665	MZ571834	2866702	N/A
12666	MZ573780	2861056	N/A
12667	MZ573923	2866660	N/A
12668	MZ573924	2866659	N/A
12669	MZ574429	2966441	N/A
12670	MZ574430	2966442	N/A
12671	MZ574431	2966443	N/A
12672	MZ574432	2966440	N/A
12673	MZ574433	2966444	N/A
12674	MZ576218	2863833	N/A
12675	MZ577095	2832339	N/A
12676	MZ577096	2832340	N/A
12677	MZ577097	2832338	N/A
12678	MZ577098	2832341	N/A
12679	MZ592921	2862774	N/A
12680	MZ592922	2862775	N/A
12681	MZ593174	2862717	N/A
12682	MZ593728	2862737	N/A
12683	MZ598487	2861366	N/A
12684	MZ598515	2862735	N/A
12685	MZ602146	2916977	N/A
12686	MZ602147	2916976	N/A
12687	MZ602148	2916975	N/A
12688	MZ605292	2856996	N/A
12689	MZ605293	2856997	N/A
12690	MZ611865	2862739	N/A
12691	MZ612110	2886109	N/A
12692	MZ612130	2862736	N/A
12693	MZ614453	2862950	N/A
12694	MZ616364	2821255	N/A
12695	MZ618622	2863681	N/A
12696	MZ622157	2871527	N/A
12697	MZ622158	2871526	N/A
12698	MZ622159	2871524	N/A
12699	MZ622160	2871510	N/A
12700	MZ622161	2871512	N/A
12701	MZ622162	2871525	N/A
12702	MZ622163	2871530	N/A
12703	MZ622164	2871515	N/A
12704	MZ622165	2871513	N/A
12705	MZ622166	2871523	N/A
12706	MZ622168	2871516	N/A
12707	MZ622169	2871528	N/A
12708	MZ622170	2871519	N/A
12709	MZ622171	2871529	N/A
12710	MZ622172	2871532	N/A
12711	MZ622173	2871533	N/A
12712	MZ622174	2871535	N/A
12713	MZ622175	2871521	N/A
12714	MZ622176	2871514	N/A
12715	MZ622177	2871517	N/A
12716	MZ622178	2871511	N/A
12717	MZ622180	2871522	N/A
12718	MZ622181	2871531	N/A
12719	MZ622182	2871518	N/A
12720	MZ622183	2871534	N/A
12721	MZ622713	2863680	N/A
12722	MZ634338	2863263	N/A
12723	MZ634339	2863270	N/A
12724	MZ634340	2863272	N/A
12725	MZ634341	2863273	N/A
12726	MZ634342	2863274	N/A
12727	MZ634343	2863275	N/A
12728	MZ634344	2863276	N/A
12729	MZ634345	2863264	N/A
12730	MZ634346	2863265	N/A
12731	MZ634347	2863266	N/A
12732	MZ634348	2863267	N/A
12733	MZ634349	2863268	N/A
12734	MZ634350	2863269	N/A
12735	MZ634351	2863271	N/A
12736	MZ643249	2863189	N/A
12737	MZ643272	2863679	N/A
12738	MZ648031	2863846	N/A
12739	MZ648032	2863852	N/A
12740	MZ648033	2863855	N/A
12741	MZ648034	2863849	N/A
12742	MZ648036	2863853	N/A
12743	MZ648037	2863850	N/A
12744	MZ648038	2863851	N/A
12745	MZ648039	2863854	N/A
12746	MZ648040	2863856	N/A
12747	MZ648041	2863848	N/A
12748	MZ648215	2866662	N/A
12749	MZ666130	2866664	N/A
12750	MZ666938	2866661	N/A
12751	MZ666939	2866665	N/A
12752	MZ666965	2876880	N/A
12753	MZ666966	2879808	N/A
12754	MZ669808	2866804	N/A
12755	MZ675741	2897426	N/A
12756	MZ681505	2873522	N/A
12757	MZ681506	2873523	N/A
12758	MZ681507	2873524	N/A
12759	MZ681508	2873525	N/A
12760	MZ681509	2873526	N/A
12761	MZ681510	2873527	N/A
12762	MZ681511	2873528	N/A
12763	MZ681512	2873529	N/A
12764	MZ681513	2873530	N/A
12765	MZ681514	2873531	N/A
12766	MZ681515	2873532	N/A
12767	MZ681516	2873533	N/A
12768	MZ681518	2873535	N/A
12769	MZ681519	2873536	N/A
12770	MZ681520	2873537	N/A
12771	MZ681930	N/A	N/A
12772	MZ687409	2866656	N/A
12773	MZ701794	2866657	N/A
12774	MZ707156	2968370	N/A
12775	MZ707157	2968371	N/A
12776	MZ712044	2872338	N/A
12777	MZ726791	2873445	N/A
12778	MZ726792	2873446	N/A
12779	MZ726793	2873447	N/A
12780	MZ726794	2873444	N/A
12781	MZ726795	2873448	N/A
12782	MZ726796	2873449	N/A
12783	MZ726797	2873450	N/A
12784	MZ727332	N/A	N/A
12785	MZ727333	N/A	N/A
12786	MZ727334	N/A	N/A
12787	MZ747508	2867468	N/A
12788	MZ747509	2867469	N/A
12789	MZ747510	2867470	N/A
12790	MZ747511	2867471	N/A
12791	MZ747512	2867472	N/A
12792	MZ747514	2867474	N/A
12793	MZ747515	2810527	N/A
12794	MZ747516	2867475	N/A
12795	MZ747517	2867476	N/A
12796	MZ747518	2867477	N/A
12797	MZ747519	2867478	N/A
12798	MZ747521	2867480	N/A
12799	MZ747522	2867481	N/A
12800	MZ751040	2873347	N/A
12801	MZ753803	2873348	N/A
12802	MZ773939	2873345	N/A
12803	MZ779062	2873443	N/A
12804	MZ779063	2873946	N/A
12805	MZ803112	1332140	N/A
12806	MZ818790	2866765	N/A
12807	MZ820084	2871540	N/A
12808	MZ820085	2871542	N/A
12809	MZ820086	2871543	N/A
12810	MZ820087	2871537	N/A
12811	MZ820088	2871547	N/A
12812	MZ820090	2871541	N/A
12813	MZ820091	2871549	N/A
12814	MZ820092	2871548	N/A
12815	MZ820093	2871544	N/A
12816	MZ820094	2871545	N/A
12817	MZ820095	2871546	N/A
12818	MZ821031	N/A	N/A
12819	MZ826344	2873451	N/A
12820	MZ826345	2873452	N/A
12821	MZ826346	2873453	N/A
12822	MZ826347	2873454	N/A
12823	MZ826348	2873455	N/A
12824	MZ826349	2873456	N/A
12825	MZ826351	2873457	N/A
12826	MZ826352	2873458	N/A
12827	MZ826353	2873461	N/A
12828	MZ826354	2873459	N/A
12829	MZ826699	2873353	N/A
12830	MZ826764	2873344	N/A
12831	MZ833439	2873402	N/A
12832	MZ851152	2870529	N/A
12833	MZ856343	2872337	N/A
12834	MZ868638	2873371	N/A
12835	MZ868714	2875712	N/A
12836	MZ868715	2875714	N/A
12837	MZ868716	2875713	N/A
12838	MZ868717	2875718	N/A
12839	MZ868724	2873387	N/A
12840	MZ868725	2873388	N/A
12841	MZ868726	2873389	N/A
12842	MZ870514	2873346	N/A
12843	MZ890186	2873401	N/A
12844	MZ892903	2876568	N/A
12845	MZ892987	2873404	N/A
12846	MZ892988	2873405	N/A
12847	MZ892989	2873406	N/A
12848	MZ892990	2873407	N/A
12849	MZ892991	2873408	N/A
12850	MZ892992	2873409	N/A
12851	MZ892993	2873403	N/A
12852	MZ911962	3073016	N/A
12853	MZ923504	2910156	N/A
12854	MZ923531	2873462	N/A
12855	MZ926748	2873380	N/A
12856	MZ936314	2873376	N/A
12857	MZ936315	2873374	N/A
12858	MZ936316	2873375	N/A
12859	MZ955869	2872632	N/A
12860	MZ955870	2872631	N/A
12861	MZ958744	2891197	N/A
12862	MZ958745	2891199	N/A
12863	MZ958746	2891196	N/A
12864	MZ958747	2849018	N/A
12865	MZ958748	2891198	N/A
12866	MZ958749	2891195	N/A
12867	MZ958750	2891200	N/A
12868	MZ967493	2876569	N/A
12869	MZ969012	2876716	N/A
12870	MZ969646	2876570	N/A
12871	MZ983385	2876571	N/A
12872	MZ995503	2876084	N/A
12873	MZ995504	2876086	N/A
12874	MZ995505	2876083	N/A
12875	MZ995506	2876085	N/A
12876	MZ997838	2876728	N/A
12877	MZ997839	2876729	N/A
12878	MZ997840	2876730	N/A
12879	MZ997841	2876731	N/A
12880	NC_000852	10506	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/045/GCF_000847045.1_ViralProj14564
12881	NC_000855	1147160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/505/GCF_000856505.1_ViralProj15017
12882	NC_000858	194440	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/125/GCF_000861125.1_ViralProj15439
12883	NC_000866	2681598	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/945/GCF_000836945.1_ViralProj14044
12884	NC_000867	2905728	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/840/405/GCF_000840405.1_ViralProj14237
12885	NC_000869	N/A	N/A
12886	NC_000870	N/A	N/A
12887	NC_000871	2905685	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/445/GCF_000839445.1_ViralProj14045
12888	NC_000872	2905688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/365/GCF_000837365.1_ViralProj14133
12889	NC_000874	94290	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/525/GCF_000861525.1_ViralProj15363
12890	NC_000882	83839	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/585/GCF_000838585.1_ViralProj14046
12891	NC_000883	10798	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/645/GCF_000839645.1_ViralProj14090
12892	NC_000885	100785	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/405/GCF_000855405.1_ViralProj14973
12893	NC_000896	12417	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/805/GCF_000848805.1_ViralProj14588
12894	NC_000898	32604	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/365/GCF_000846365.1_ViralProj14422
12895	NC_000899	N/A	N/A
12896	NC_000902	97081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/925/GCF_000844925.1_ViralProj14480
12897	NC_000903	103603	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/265/GCF_000849265.1_ViralProj14689
12898	NC_000924	10730	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/725/GCF_000837725.1_ViralProj14043
12899	NC_000929	2681603	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/225/GCF_000837225.1_ViralProj14105
12900	NC_000935	2682836	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/745/GCF_000837745.1_ViralProj14047
12901	NC_000936	97344	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/785/GCF_000838785.1_ViralProj14091
12902	NC_000939	44562	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/825/GCF_000859825.1_ViralProj15185
12903	NC_000940	2849715	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/945/GCF_000849945.1_ViralProj14653
12904	NC_000942	N/A	N/A
12905	NC_000943	11079	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/565/GCF_000863565.1_ViralProj15430
12906	NC_000947	79917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/265/GCF_000863265.1_ViralProj15365
12907	NC_000960	106962	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/125/GCF_000850125.1_ViralProj14690
12908	NC_001132	10273	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/843/685/GCF_000843685.1_ViralProj14396
12909	NC_001265	11986	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/705/GCF_000854705.1_ViralProj14993
12910	NC_001266	10271	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/965/GCF_000847965.1_ViralProj14590
12911	NC_001270	93224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/525/GCF_000838525.1_ViralProj14032
12912	NC_001271	110457	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/165/GCF_000847165.1_ViralProj14591
12913	NC_001278	111470	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/245/GCF_000856245.1_ViralProj14962
12914	NC_001317	2681630	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/715/GCF_001500715.1_ViralProj307774
12915	NC_001330	10849	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/145/GCF_000846145.1_ViralProj14570
12916	NC_001331	2011081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/025/GCF_000847025.1_ViralProj14571
12917	NC_001332	10869	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/885/GCF_000847885.1_ViralProj14572
12918	NC_001335	31757	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/545/GCF_000846545.1_ViralProj14459
12919	NC_001338	244589	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/445/GCF_000838445.1_ViralProj14014
12920	NC_001339	12142	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/965/GCF_000864965.1_ViralProj15517
12921	NC_001340	12895	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/585/GCF_000854585.1_ViralProj14967
12922	NC_001341	1977403	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/085/GCF_000847085.1_ViralProj14573
12923	NC_001343	10653	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/585/GCF_000849585.1_ViralProj14575
12924	NC_001344	12639	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/905/GCF_000847905.1_ViralProj14576
12925	NC_001346	268316	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/105/GCF_000847105.2_ViralProj14577
12926	NC_001348	10335	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/285/GCF_000858285.1_ViralProj15198
12927	NC_001350	10381	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/465/GCF_000845465.1_ViralProj14417
12928	NC_001351	12893	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/785/GCF_000847785.1_ViralProj14720
12929	NC_001352	337043	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/945/GCF_000864945.1_ViralProj15512
12930	NC_001354	10589	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/845/GCF_000863845.1_ViralProj15485
12931	NC_001355	10600	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/945/GCF_000861945.1_ViralProj15454
12932	NC_001356	334203	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/866/405/GCF_000866405.1_ViralProj15491
12933	NC_001357	333761	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/865/665/GCF_000865665.1_ViralProj15506
12934	NC_001359	223303	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/839/505/GCF_000839505.1_ViralMultiSegProj14059
12935	NC_001361	12167	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/860/585/GCF_000860585.1_ViralProj15324
12936	NC_001362	11795	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/065/GCF_000859065.1_ViralProj15200
12937	NC_001364	2170203	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/485/GCF_000848485.1_ViralProj14699
12938	NC_001365	10854	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/925/GCF_000847925.1_ViralProj14580
12939	NC_001366	204711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/185/GCF_000861185.1_ViralProj15292
12940	NC_001367	12242	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/365/GCF_000854365.1_ViralProj15071
12941	NC_001368	N/A	N/A
12942	NC_001369	N/A	N/A
12943	NC_001396	2928691	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/842/465/GCF_000842465.1_ViralProj14329
12944	NC_001401	10804	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/838/645/GCF_000838645.1_ViralProj14060
12945	NC_001402	11958	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/005/GCF_000849005.1_ViralProj14632
12946	NC_001403	11885	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/725/GCF_000847725.1_ViralProj14708
12947	NC_001405	129951	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/085/GCF_000845085.1_ViralProj14518
12948	NC_001407	11886	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/425/GCF_000855425.1_ViralProj14978
12949	NC_001408	363745	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/845/GCF_000849845.1_ViralProj14633
12950	NC_001409	12175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/285/GCF_000848285.1_ViralProj14658
12951	NC_001410	12896	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/625/GCF_000853625.1_ViralProj14908
12952	NC_001411	N/A	N/A
12953	NC_001412	10840	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/843/505/GCF_000843505.1_ViralProj14366
12954	NC_001413	11657	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/165/GCF_000848165.1_ViralProj14634
12955	NC_001414	11901	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/665/GCF_000853665.1_ViralProj14916
12956	NC_001416	2681611	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/840/245/GCF_000840245.1_ViralProj14204
12957	NC_001417	12022	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/485/GCF_000847485.1_ViralProj14659
12958	NC_001418	N/A	N/A
12959	NC_001420	10843	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/840/785/GCF_000840785.1_ViralProj14318
12960	NC_001421	10658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/837/025/GCF_000837025.1_ViralProj14062
12961	NC_001422	2886930	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/615/GCF_000819615.1_ViralProj14015
12962	NC_001423	10757	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/755/075/GCF_002755075.1_ASM275507v1
12963	NC_001426	12018	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/365/GCF_000847365.1_ViralProj14635
12964	NC_001427	12618	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/805/GCF_000864805.1_ViralProj15484
12965	NC_001430	138951	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/205/GCF_000861205.1_ViralProj15297
12966	NC_001434	291484	N/A
12967	NC_001436	11908	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/585/GCF_000863585.1_ViralProj15434
12968	NC_001437	11072	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/862/145/GCF_000862145.1_ViralProj15310
12969	NC_001438	N/A	N/A
12970	NC_001439	N/A	N/A
12971	NC_001440	N/A	N/A
12972	NC_001441	12180	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/125/GCF_000849125.1_ViralProj14660
12973	NC_001442	1891754	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/825/GCF_000836825.1_ViralProj14017
