,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output
,690307,GCA_001890905.1,PRJNA374040,Aspergillus aculeatus ATCC 16872,strain=ATCC 16872,GCF_001890905.1,35424414,Aspergillus_aculeatus_atcc_16872_gca_001890905.Aspac1.dna.toplevel.fa,GCF_001890905.1_Aspac1_genomic.fna.gz, 35424414, 35424414,Aspergillus_aculeatus_atcc_16872_gca_001890905.Aspac1.dna.toplevel.fa_vs_GCF_001890905.1_Aspac1_genomic.fna_blast.xml
,692275,GCA_000320565.2,PRJNA264111,Sphaerulina musiva SO2202,strain=SO2202,GCF_000320565.1,29352103,Sphaerulina_musiva_so2202_gca_000320565.Septoria_musiva_SO2202_v1.0.dna.toplevel.fa,GCF_000320565.1_Septoria_musiva_SO2202_v1.0_genomic.fna.gz, 29352103, 29352103,Sphaerulina_musiva_so2202_gca_000320565.Septoria_musiva_SO2202_v1.0.dna.toplevel.fa_vs_GCF_000320565.1_Septoria_musiva_SO2202_v1.0_genomic.fna_blast.xml
,694068,GCA_000271605.1,PRJNA225512,Fomitiporia mediterranea MF3/22,strain=MF3/22,GCF_000271605.1,63354419,Fomitiporia_mediterranea_mf3_22_gca_000271605.Fomme1.dna.toplevel.fa,GCF_000271605.1_Fomme1_genomic.fna.gz, 63354419, 63354419,Fomitiporia_mediterranea_mf3_22_gca_000271605.Fomme1.dna.toplevel.fa_vs_GCF_000271605.1_Fomme1_genomic.fna_blast.xml
,698492,GCA_000227095.3,PRJNA352842,Saitoella complicata NRRL Y-17804,strain=NRRL Y-17804,GCF_001661265.1,14136186,Saitoella_complicata_nrrl_y_17804_gca_000227095.Scomplicata_3.0.dna.toplevel.fa,GCF_001661265.1_Saico1_genomic.fna.gz, 14130614, 14136186,Saitoella_complicata_nrrl_y_17804_gca_000227095.Scomplicata_3.0.dna.toplevel.fa_vs_GCF_001661265.1_Saico1_genomic.fna_blast.xml
,698492,GCA_001661265.1,PRJNA352842,Saitoella complicata NRRL Y-17804,strain=NRRL Y-17804,GCF_001661265.1,14136186,Saitoella_complicata_nrrl_y_17804_gca_001661265.Saico1.dna.toplevel.fa,GCF_001661265.1_Saico1_genomic.fna.gz, 14136186, 14136186,Saitoella_complicata_nrrl_y_17804_gca_001661265.Saico1.dna.toplevel.fa_vs_GCF_001661265.1_Saico1_genomic.fna_blast.xml
,717646,GCA_000338955.1,PRJNA245120,Baudoinia panamericana UAMH 10762,strain=UAMH 10762,GCF_000338955.1,21875620,Baudoinia_panamericana_uamh_10762_gca_000338955.Bauco1.dna.toplevel.fa,GCF_000338955.1_Bauco1_genomic.fna.gz, 21875620, 21875620,Baudoinia_panamericana_uamh_10762_gca_000338955.Bauco1.dna.toplevel.fa_vs_GCF_000338955.1_Bauco1_genomic.fna_blast.xml
,717944,GCA_000271585.1,PRJNA242547,Trametes versicolor FP-101664 SS1,strain=FP-101664 SS1,GCF_000271585.1,44794008,Trametes_versicolor_fp_101664_ss1_gca_000271585.Trametes_versicolor_v1.0.dna.toplevel.fa,GCF_000271585.1_Trametes_versicolor_v1.0_genomic.fna.gz, 44794008, 44794008,Trametes_versicolor_fp_101664_ss1_gca_000271585.Trametes_versicolor_v1.0.dna.toplevel.fa_vs_GCF_000271585.1_Trametes_versicolor_v1.0_genomic.fna_blast.xml
,721885,GCA_000264905.1,PRJNA225528,Stereum hirsutum FP-91666 SS1,strain=FP-91666 SS1,GCF_000264905.1,46511623,Stereum_hirsutum_fp_91666_ss1_gca_000264905.Stehi1.dna.toplevel.fa,GCF_000264905.1_Stehi1_genomic.fna.gz, 46511623, 46511623,Stereum_hirsutum_fp_91666_ss1_gca_000264905.Stehi1.dna.toplevel.fa_vs_GCF_000264905.1_Stehi1_genomic.fna_blast.xml
,732165,GCA_000275845.1,PRJNA242541,Dichomitus squalens LYAD-421 SS1,strain=LYAD-421 SS1,GCF_000275845.1,42748430,Dichomitus_squalens_lyad_421_ss1_gca_000275845.Dichomitus_squalens_v1.0.dna.toplevel.fa,GCF_000275845.1_Dichomitus_squalens_v1.0_genomic.fna.gz, 42748430, 42748430,Dichomitus_squalens_lyad_421_ss1_gca_000275845.Dichomitus_squalens_v1.0.dna.toplevel.fa_vs_GCF_000275845.1_Dichomitus_squalens_v1.0_genomic.fna_blast.xml
,741275,GCA_000264995.1,PRJNA242546,Punctularia strigosozonata HHB-11173 SS5,strain=HHB-11173 SS5,GCF_000264995.1,34171901,Punctularia_strigosozonata_hhb_11173_ss5_gca_000264995.Punctularia_strigosozonata_v1.0.dna.toplevel.fa,GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.fna.gz, 34171901, 34171901,Punctularia_strigosozonata_hhb_11173_ss5_gca_000264995.Punctularia_strigosozonata_v1.0.dna.toplevel.fa_vs_GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.fna_blast.xml
,741705,GCA_000271625.1,PRJNA245129,Coniophora puteana RWD-64-598 SS2,strain=RWD-64-598 SS2,GCF_000271625.1,42968544,Coniophora_puteana_rwd_64_598_ss2_gca_000271625.Conpu1.dna.toplevel.fa,GCF_000271625.1_Conpu1_genomic.fna.gz, 42968544, 42968544,Coniophora_puteana_rwd_64_598_ss2_gca_000271625.Conpu1.dna.toplevel.fa_vs_GCF_000271625.1_Conpu1_genomic.fna_blast.xml
,747525,GCA_000320585.2,PRJNA245138,Heterobasidion irregulare TC 32-1,strain=TC 32-1,GCF_000320585.1,33649967,Heterobasidion_irregulare_tc_32_1_gca_000320585.Heterobasidion_irregulare_v2.0.dna.toplevel.fa,GCF_000320585.1_Heterobasidion_irregulare_v2.0_genomic.fna.gz, 33649967, 33649967,Heterobasidion_irregulare_tc_32_1_gca_000320585.Heterobasidion_irregulare_v2.0.dna.toplevel.fa_vs_GCF_000320585.1_Heterobasidion_irregulare_v2.0_genomic.fna_blast.xml
,759272,GCA_000221225.1,PRJNA225505,Thermochaetoides thermophila DSM 1495,strain=DSM 1495,GCF_000221225.1,28322806,Chaetomium_thermophilum_var_thermophilum_dsm_1495_gca_000221225.CTHT_3.0.dna.toplevel.fa,GCF_000221225.1_CTHT_3.0_genomic.fna.gz, 28322806, 28322806,Chaetomium_thermophilum_var_thermophilum_dsm_1495_gca_000221225.CTHT_3.0.dna.toplevel.fa_vs_GCF_000221225.1_CTHT_3.0_genomic.fna_blast.xml
,759273,GCA_001672515.1,PRJNA342684,Colletotrichum higginsianum IMI 349063,strain=IMI 349063,GCF_001672515.1,50716103,Colletotrichum_higginsianum_imi_349063_gca_001672515.ASM167251v1.dna.toplevel.fa,GCF_001672515.1_ASM167251v1_genomic.fna.gz, 50716103, 50716103,Colletotrichum_higginsianum_imi_349063_gca_001672515.ASM167251v1.dna.toplevel.fa_vs_GCF_001672515.1_ASM167251v1_genomic.fna_blast.xml
,763406,GCA_001661235.1,PRJNA352841,Pichia membranifaciens NRRL Y-2026,strain=NRRL Y-2026,GCF_001661235.1,11582150,Pichia_membranifaciens_nrrl_y_2026_gca_001661235.Picme2.dna.toplevel.fa,GCF_001661235.1_Picme2_genomic.fna.gz, 11582150, 11582150,Pichia_membranifaciens_nrrl_y_2026_gca_001661235.Picme2.dna.toplevel.fa_vs_GCF_001661235.1_Picme2_genomic.fna_blast.xml
,764103,GCA_000708205.1,PRJNA302309,Mixia osmundae IAM 14324,strain=IAM 14324,GCF_000708205.1,13634488,Mixia_osmundae_iam_14324_gca_000708205.Mixia_osmundae_v1.0.dna.toplevel.fa,GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna.gz, 13634488, 13634488,Mixia_osmundae_iam_14324_gca_000708205.Mixia_osmundae_v1.0.dna.toplevel.fa_vs_GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna_blast.xml
,764103,GCA_000241205.2,PRJNA302309,Mixia osmundae IAM 14324,strain=IAM 14324,GCF_000708205.1,13634488,Mixia_osmundae_iam_14324_gca_000241205.Mosmundae_2.0.dna.toplevel.fa,GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna.gz, 13393708, 13634488,Mixia_osmundae_iam_14324_gca_000241205.Mosmundae_2.0.dna.toplevel.fa_vs_GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna_blast.xml
,76775,GCA_003290485.1,PRJNA495494,Malassezia restricta,strain=KCTC 27527,GCF_003290485.1,7330907,Malassezia_restricta_gca_003290485.ASM329048v1.dna.toplevel.fa,GCF_003290485.1_ASM329048v1_genomic.fna.gz, 7369627, 7369627,Malassezia_restricta_gca_003290485.ASM329048v1.dna.toplevel.fa_vs_GCF_003290485.1_ASM329048v1_genomic.fna_blast.xml
,767769,GCA_001889945.1,PRJNA1151043,Aspergillus brasiliensis CBS 101740,strain=CBS 101740,GCF_001889945.1,35804080,Aspergillus_brasiliensis_cbs_101740_gca_001889945.Aspbr1.dna.toplevel.fa,GCF_001889945.1_Aspbr1_genomic.fna.gz, 35804080, 35804080,Aspergillus_brasiliensis_cbs_101740_gca_001889945.Aspbr1.dna.toplevel.fa_vs_GCF_001889945.1_Aspbr1_genomic.fna_blast.xml
,77020,GCA_001278385.1,PRJNA309726,Malassezia pachydermatis,strain=CBS 1879,GCF_001278385.1,8150648,Malassezia_pachydermatis_gca_001278385.MalaPachy.dna.toplevel.fa,GCF_001278385.1_MalaPachy_genomic.fna.gz, 8150648, 8150648,Malassezia_pachydermatis_gca_001278385.MalaPachy.dna.toplevel.fa_vs_GCF_001278385.1_MalaPachy_genomic.fna_blast.xml
,794803,GCA_001692895.1,PRJNA1151040,Cenococcum geophilum 1.58,strain=1.58,GCF_001692895.1,177557160,Cenococcum_geophilum_1_58_gca_001692895.Cenococcum_geophilum_1.58_v2.0.dna.toplevel.fa,GCF_001692895.1_Cenococcum_geophilum_1.58_v2.0_genomic.fna.gz, 177557160, 177557160,Cenococcum_geophilum_1_58_gca_001692895.Cenococcum_geophilum_1.58_v2.0.dna.toplevel.fa_vs_GCF_001692895.1_Cenococcum_geophilum_1.58_v2.0_genomic.fna_blast.xml
,796027,GCA_001640025.2,PRJNA342695,Sugiyamaella lignohabitans,strain=CBS 10342,GCF_001640025.1,15938258,Sugiyamaella_lignohabitans_gca_001640025.ASM164002v2.dna.toplevel.fa,GCF_001640025.1_ASM164002v2_genomic.fna.gz, 15982127, 15938258,Sugiyamaella_lignohabitans_gca_001640025.ASM164002v2.dna.toplevel.fa_vs_GCF_001640025.1_ASM164002v2_genomic.fna_blast.xml
,84753,GCA_000747765.1,PRJNA302316,Moesziomyces antarcticus,strain=JCM 10317,GCF_000747765.1,18111965,Moesziomyces_antarcticus_gca_000747765.ASM74776v1.dna.toplevel.fa,GCF_000747765.1_ASM74776v1_genomic.fna.gz, 18111965, 18111965,Moesziomyces_antarcticus_gca_000747765.ASM74776v1.dna.toplevel.fa_vs_GCF_000747765.1_ASM74776v1_genomic.fna_blast.xml
,84753,GCA_900322835.1,PRJNA302316,Moesziomyces antarcticus,strain=JCM 10317,GCF_000747765.1,18111965,Moesziomyces_antarcticus_gca_900322835.Pse_antar_v1.dna.toplevel.fa,GCF_000747765.1_ASM74776v1_genomic.fna.gz, 18376790, 18111965,Moesziomyces_antarcticus_gca_900322835.Pse_antar_v1.dna.toplevel.fa_vs_GCF_000747765.1_ASM74776v1_genomic.fna_blast.xml
,856822,GCA_001646965.1,PRJNA342681,Fonsecaea nubica,strain=CBS 269.64,GCF_001646965.1,33787447,Fonsecaea_nubica_gca_001646965.ASM164696v1.dna.toplevel.fa,GCF_001646965.1_ASM164696v1_genomic.fna.gz, 33787447, 33787447,Fonsecaea_nubica_gca_001646965.ASM164696v1.dna.toplevel.fa_vs_GCF_001646965.1_ASM164696v1_genomic.fna_blast.xml
,857342,GCA_003019875.1,PRJNA453595,Amorphotheca resinae ATCC 22711,strain=ATCC 22711,GCF_003019875.1,28632918,Amorphotheca_resinae_atcc_22711_gca_003019875.Amore1.dna.toplevel.fa,GCF_003019875.1_Amore1_genomic.fna.gz, 28632918, 28632918,Amorphotheca_resinae_atcc_22711_gca_003019875.Amore1.dna.toplevel.fa_vs_GCF_003019875.1_Amore1_genomic.fna_blast.xml
,858893,GCA_000230625.1,PRJNA225511,Exophiala dermatitidis NIH/UT8656,strain=NIH/UT8656,GCF_000230625.1,26350763,Exophiala_dermatitidis_nih_ut8656_gca_000230625.Exop_derm_V1.dna.toplevel.fa,GCF_000230625.1_Exop_derm_V1_genomic.fna.gz, 26376767, 26376767,Exophiala_dermatitidis_nih_ut8656_gca_000230625.Exop_derm_V1.dna.toplevel.fa_vs_GCF_000230625.1_Exop_derm_V1_genomic.fna_blast.xml
,869754,GCA_001664035.1,PRJNA342692,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993,strain=NRRL YB-4993,GCF_001664035.1,16055203,Metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993_gca_001664035.Metbi1.dna.toplevel.fa,GCF_001664035.1_Metbi1_genomic.fna.gz, 16055203, 16055203,Metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993_gca_001664035.Metbi1.dna.toplevel.fa_vs_GCF_001664035.1_Metbi1_genomic.fna_blast.xml
,871575,GCA_000187245.3,PRJNA264114,Ogataea parapolymorpha DL-1,strain=DL-1,GCF_000187245.1,8874589,Ogataea_parapolymorpha_dl_1_gca_000187245.Hansenula_2.dna.toplevel.fa,GCF_000187245.1_Hansenula_2_genomic.fna.gz, 8874589, 8874589,Ogataea_parapolymorpha_dl_1_gca_000187245.Hansenula_2.dna.toplevel.fa_vs_GCF_000187245.1_Hansenula_2_genomic.fna_blast.xml
,87229,GCA_004786265.1,PRJNA691331,Botrytis porri,strain=MUCL 3234,GCF_014898465.1,46789968,Botrytis_porri_gca_004786265.ASM478626v1.dna.toplevel.fa,GCF_014898465.1_ASM1489846v1_genomic.fna.gz, 42958358, 46789968,Botrytis_porri_gca_004786265.ASM478626v1.dna.toplevel.fa_vs_GCF_014898465.1_ASM1489846v1_genomic.fna_blast.xml
,879819,GCA_001027345.1,PRJNA1120906,Cutaneotrichosporon oleaginosum,strain=ATCC 20508,GCF_008065305.1,19820908,Cutaneotrichosporon_oleaginosum_gca_001027345.Triol1.dna.toplevel.fa,GCF_008065305.1_ASM806530v1_genomic.fna.gz, 19835558, 19820908,Cutaneotrichosporon_oleaginosum_gca_001027345.Triol1.dna.toplevel.fa_vs_GCF_008065305.1_ASM806530v1_genomic.fna_blast.xml
,879819,GCA_008065305.1,PRJNA1120906,Cutaneotrichosporon oleaginosum,strain=ATCC 20508,GCF_008065305.1,19820908,Cutaneotrichosporon_oleaginosum_gca_008065305.ASM806530v1.dna.toplevel.fa,GCF_008065305.1_ASM806530v1_genomic.fna.gz, 19820908, 19820908,Cutaneotrichosporon_oleaginosum_gca_008065305.ASM806530v1.dna.toplevel.fa_vs_GCF_008065305.1_ASM806530v1_genomic.fna_blast.xml
,881290,GCA_000250985.1,PRJNA242543,Nematocida parisii ERTm1,strain=ERTm1,GCF_000250985.1,4071346,Nematocida_parisii_ertm1_gca_000250985.Nema_parisii_ERTm1_V3.dna.toplevel.fa,GCF_000250985.1_Nema_parisii_ERTm1_V3_genomic.fna.gz, 4071346, 4071346,Nematocida_parisii_ertm1_gca_000250985.Nema_parisii_ERTm1_V3.dna.toplevel.fa_vs_GCF_000250985.1_Nema_parisii_ERTm1_V3_genomic.fna_blast.xml
,907965,GCA_000277815.3,PRJNA173349,Encephalitozoon hellem ATCC 50504,strain=ATCC 50504,GCF_000277815.2,2251784,Encephalitozoon_hellem_atcc_50504_gca_000277815.ASM27781v3.dna.toplevel.fa,GCF_000277815.2_ASM27781v3_genomic.fna.gz, 2251784, 2251784,Encephalitozoon_hellem_atcc_50504_gca_000277815.ASM27781v3.dna.toplevel.fa_vs_GCF_000277815.2_ASM27781v3_genomic.fna_blast.xml
,91492,GCA_001078395.1,PRJNA758027,Aspergillus udagawae,strain=IFM 46973,GCF_001078395.1,32252303,Aspergillus_udagawae_gca_001078395.Aud_assembly01.dna.toplevel.fa,GCF_001078395.1_Aud_assembly02_genomic.fna.gz, 32185562, 32252303,Aspergillus_udagawae_gca_001078395.Aud_assembly01.dna.toplevel.fa_vs_GCF_001078395.1_Aud_assembly02_genomic.fna_blast.xml
,91492,GCA_010724135.1,PRJNA758027,Aspergillus udagawae,strain=IFM 46973,GCF_001078395.1,32252303,Aspergillus_udagawae_gca_010724135.ASM1072413v1.dna.toplevel.fa,GCF_001078395.1_Aud_assembly02_genomic.fna.gz, 33476550, 32252303,Aspergillus_udagawae_gca_010724135.ASM1072413v1.dna.toplevel.fa_vs_GCF_001078395.1_Aud_assembly02_genomic.fna_blast.xml
,91492,GCA_010724255.1,PRJNA758027,Aspergillus udagawae,strain=IFM 46973,GCF_001078395.1,32252303,Aspergillus_udagawae_gca_010724255.ASM1072425v1.dna.toplevel.fa,GCF_001078395.1_Aud_assembly02_genomic.fna.gz, 33650743, 32252303,Aspergillus_udagawae_gca_010724255.ASM1072425v1.dna.toplevel.fa_vs_GCF_001078395.1_Aud_assembly02_genomic.fna_blast.xml
,91492,GCA_010724335.1,PRJNA758027,Aspergillus udagawae,strain=IFM 46973,GCF_001078395.1,32252303,Aspergillus_udagawae_gca_010724335.ASM1072433v1.dna.toplevel.fa,GCF_001078395.1_Aud_assembly02_genomic.fna.gz, 32495514, 32252303,Aspergillus_udagawae_gca_010724335.ASM1072433v1.dna.toplevel.fa_vs_GCF_001078395.1_Aud_assembly02_genomic.fna_blast.xml
,91492,GCA_010724795.1,PRJNA758027,Aspergillus udagawae,strain=IFM 46973,GCF_001078395.1,32252303,Aspergillus_udagawae_gca_010724795.ASM1072479v1.dna.toplevel.fa,GCF_001078395.1_Aud_assembly02_genomic.fna.gz, 31222906, 32252303,Aspergillus_udagawae_gca_010724795.ASM1072479v1.dna.toplevel.fa_vs_GCF_001078395.1_Aud_assembly02_genomic.fna_blast.xml
,91928,GCA_000836115.1,PRJNA326653,Exophiala spinifera,strain=CBS 89968,GCF_000836115.1,32912349,Exophiala_spinifera_gca_000836115.Exop_spin_CBS89968_V1.dna.toplevel.fa,GCF_000836115.1_Exop_spin_CBS89968_V1_genomic.fna.gz, 32912349, 32912349,Exophiala_spinifera_gca_000836115.Exop_spin_CBS89968_V1.dna.toplevel.fa_vs_GCF_000836115.1_Exop_spin_CBS89968_V1_genomic.fna_blast.xml
,930089,GCA_000523435.1,PRJNA245123,Bipolaris zeicola 26-R-13,strain=26-R-13,GCF_000523435.1,31267936,Bipolaris_zeicola_26_r_13_gca_000523435.Cochliobolus_carbonum_v1.0.dna.toplevel.fa,GCF_000523435.1_Cochliobolus_carbonum_v1.0_genomic.fna.gz, 31267936, 31267936,Bipolaris_zeicola_26_r_13_gca_000523435.Cochliobolus_carbonum_v1.0.dna.toplevel.fa_vs_GCF_000523435.1_Cochliobolus_carbonum_v1.0_genomic.fna_blast.xml
,930090,GCA_000523455.1,PRJNA245121,Bipolaris oryzae ATCC 44560,strain=ATCC 44560,GCF_000523455.1,31362097,Bipolaris_oryzae_atcc_44560_gca_000523455.Cochliobolus_miyabeanus_v1.0.dna.toplevel.fa,GCF_000523455.1_Cochliobolus_miyabeanus_v1.0_genomic.fna.gz, 31362097, 31362097,Bipolaris_oryzae_atcc_44560_gca_000523455.Cochliobolus_miyabeanus_v1.0.dna.toplevel.fa_vs_GCF_000523455.1_Cochliobolus_miyabeanus_v1.0_genomic.fna_blast.xml
,931890,GCA_000235365.1,PRJNA78153,Eremothecium cymbalariae DBVPG#7215,strain=DBVPG#7215,GCF_000235365.1,9669424,Eremothecium_cymbalariae_dbvpg_7215_gca_000235365.ASM23536v1.dna.toplevel.fa,GCF_000235365.1_ASM23536v1_genomic.fna.gz, 9669424, 9669424,Eremothecium_cymbalariae_dbvpg_7215_gca_000235365.ASM23536v1.dna.toplevel.fa_vs_GCF_000235365.1_ASM23536v1_genomic.fna_blast.xml
,948595,GCA_000192795.1,PRJNA242548,Vavraia culicis subsp. floridensis,strain=floridensis,GCF_000192795.1,6118689,Vavraia_culicis_subsp_floridensis_gca_000192795.Vavr_culi_floridensis_V1.dna.toplevel.fa,GCF_000192795.1_Vavr_culi_floridensis_V1_genomic.fna.gz, 6118689, 6118689,Vavraia_culicis_subsp_floridensis_gca_000192795.Vavr_culi_floridensis_V1.dna.toplevel.fa_vs_GCF_000192795.1_Vavr_culi_floridensis_V1_genomic.fna_blast.xml
,983964,GCA_003025095.1,PRJNA453596,Trichoderma harzianum CBS 226.95,strain=CBS 226.95,GCF_003025095.1,40980648,Trichoderma_harzianum_cbs_226_95_gca_003025095.Triha_v1.0.dna.toplevel.fa,GCF_003025095.1_Triha_v1.0_genomic.fna.gz, 40980648, 40980648,Trichoderma_harzianum_cbs_226_95_gca_003025095.Triha_v1.0.dna.toplevel.fa_vs_GCF_003025095.1_Triha_v1.0_genomic.fna_blast.xml
,983966,GCA_001661405.1,PRJNA374042,Cyberlindnera jadinii NRRL Y-1542,strain=NRRL Y-1542,GCF_001661405.1,13018415,Cyberlindnera_jadinii_nrrl_y_1542_gca_001661405.Cybja1.dna.toplevel.fa,GCF_001661405.1_Cybja1_genomic.fna.gz, 13018415, 13018415,Cyberlindnera_jadinii_nrrl_y_1542_gca_001661405.Cybja1.dna.toplevel.fa_vs_GCF_001661405.1_Cybja1_genomic.fna_blast.xml
,984485,GCA_001661395.1,PRJNA374043,Hyphopichia burtonii NRRL Y-1933,strain=NRRL Y-1933,GCF_001661395.1,12403110,Hyphopichia_burtonii_nrrl_y_1933_gca_001661395.Hypbu1.dna.toplevel.fa,GCF_001661395.1_Hypbu1_genomic.fna.gz, 12403110, 12403110,Hyphopichia_burtonii_nrrl_y_1933_gca_001661395.Hypbu1.dna.toplevel.fa_vs_GCF_001661395.1_Hypbu1_genomic.fna_blast.xml
,984486,GCA_001661335.1,PRJNA352836,Babjeviella inositovora NRRL Y-12698,strain=NRRL Y-12698,GCF_001661335.1,15221050,Babjeviella_inositovora_nrrl_y_12698_gca_001661335.Babin1.dna.toplevel.fa,GCF_001661335.1_Babin1_genomic.fna.gz, 15221050, 15221050,Babjeviella_inositovora_nrrl_y_12698_gca_001661335.Babin1.dna.toplevel.fa_vs_GCF_001661335.1_Babin1_genomic.fna_blast.xml
,984487,GCA_001661415.1,PRJNA374041,Suhomyces tanzawaensis NRRL Y-17324,strain=NRRL Y-17324,GCF_001661415.1,13136204,Suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415.Canta1.dna.toplevel.fa,GCF_001661415.1_Canta1_genomic.fna.gz, 13136204, 13136204,Suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415.Canta1.dna.toplevel.fa_vs_GCF_001661415.1_Canta1_genomic.fna_blast.xml
,993615,GCA_000231115.1,PRJNA242549,Vittaforma corneae ATCC 50505,strain=ATCC 50505,GCF_000231115.1,3213516,Vittaforma_corneae_atcc_50505_gca_000231115.Vitt_corn_V1.dna.toplevel.fa,GCF_000231115.1_Vitt_corn_V1_genomic.fna.gz, 3213516, 3213516,Vittaforma_corneae_atcc_50505_gca_000231115.Vitt_corn_V1.dna.toplevel.fa_vs_GCF_000231115.1_Vitt_corn_V1_genomic.fna_blast.xml
